com.ubuntu.SoftwareProperties	/	com.ubuntu.SoftwareProperties	AddCdromSource	
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	Rescan	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd0	org.freedesktop.UDisks2.Block	UpdateConfigurationItem	(sa{sv})(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	AddConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	Rescan	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd1	org.freedesktop.UDisks2.Block	UpdateConfigurationItem	(sa{sv})(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	AddConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	Rescan	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd10	org.freedesktop.UDisks2.Block	UpdateConfigurationItem	(sa{sv})(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	AddConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	Rescan	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd11	org.freedesktop.UDisks2.Block	UpdateConfigurationItem	(sa{sv})(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	AddConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	Rescan	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd12	org.freedesktop.UDisks2.Block	UpdateConfigurationItem	(sa{sv})(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	AddConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	Rescan	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd13	org.freedesktop.UDisks2.Block	UpdateConfigurationItem	(sa{sv})(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	AddConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	Format	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	OpenDevice	sa{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	OpenForBackup	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	OpenForBenchmark	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	OpenForRestore	a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	RemoveConfigurationItem	(sa{sv})a{sv}
org.freedesktop.UDisks2	/org/freedesktop/UDisks2/block_devices/nbd14	org.freedesktop.UDisks2.Block	Rescan	a{sv}
